ValueMeaning	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	ConceptualDomain
ATC:N02BA10	Benorilate	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA10&showdescription=no	Enumerated	String	ATC
ATC:N02BA11	Diflunisal	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA11&showdescription=no	Enumerated	String	ATC
ATC:N02BA12	Potassiumsalicylate	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA12&showdescription=no	Enumerated	String	ATC
ATC:N02BA14	Guacetisal	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA14&showdescription=no	Enumerated	String	ATC
ATC:N02BA15	Carbasalatecalcium	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA15&showdescription=no	Enumerated	String	ATC
ATC:N02BA16	Imidazolesalicylate	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA16&showdescription=no	Enumerated	String	ATC
ATC:N02BA51	Acetylsalicylicacid,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA51&showdescription=no	Enumerated	String	ATC
ATC:N02BA55	Salicylamide,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA55&showdescription=no	Enumerated	String	ATC
ATC:N02BA57	Ethenzamide,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA57&showdescription=no	Enumerated	String	ATC
ATC:N02BA59	Dipyrocetyl,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA59&showdescription=no	Enumerated	String	ATC
ATC:N02BA65	Carbasalatecalciumcombinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA65&showdescription=no	Enumerated	String	ATC
ATC:N02BA71	Acetylsalicylicacid,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA71&showdescription=no	Enumerated	String	ATC
ATC:N02BA75	Salicylamide,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA75&showdescription=no	Enumerated	String	ATC
ATC:N02BA77	Ethenzamide,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA77&showdescription=no	Enumerated	String	ATC
ATC:N02BA79	Dipyrocetyl,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BA79&showdescription=no	Enumerated	String	ATC
ATC:N02BB	Pyrazolones	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB&showdescription=no	Enumerated	String	ATC
ATC:N02BB01	Phenazone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB01&showdescription=no	Enumerated	String	ATC
ATC:N02BB02	Metamizole	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB02&showdescription=no	Enumerated	String	ATC
ATC:N02BB03	Aminophenazone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB03&showdescription=no	Enumerated	String	ATC
ATC:N02BB04	Propyphenazone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB04&showdescription=no	Enumerated	String	ATC
ATC:N02BB05	Nifenazone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB05&showdescription=no	Enumerated	String	ATC
ATC:N02BB51	Phenazone,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB51&showdescription=no	Enumerated	String	ATC
ATC:N02BB52	Metamizolesodium,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB52&showdescription=no	Enumerated	String	ATC
ATC:N02BB53	Aminophenazone,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB53&showdescription=no	Enumerated	String	ATC
ATC:N02BB54	Propyphenazone,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB54&showdescription=no	Enumerated	String	ATC
ATC:N02BB71	Phenazone,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB71&showdescription=no	Enumerated	String	ATC
ATC:N02BB72	Metamizolesodium,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB72&showdescription=no	Enumerated	String	ATC
ATC:N02BB73	Aminophenazone,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB73&showdescription=no	Enumerated	String	ATC
ATC:N02BB74	Propyphenazone,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BB74&showdescription=no	Enumerated	String	ATC
ATC:N02BE	Anilides	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE&showdescription=no	Enumerated	String	ATC
ATC:N02BE01	Paracetamol	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE01&showdescription=no	Enumerated	String	ATC
ATC:N02BE03	Phenacetin	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE03&showdescription=no	Enumerated	String	ATC
ATC:N02BE04	Bucetin	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE04&showdescription=no	Enumerated	String	ATC
ATC:N02BE05	Propacetamol	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE05&showdescription=no	Enumerated	String	ATC
ATC:N02BE51	Paracetamol,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE51&showdescription=no	Enumerated	String	ATC
ATC:N02BE53	Phenacetin,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE53&showdescription=no	Enumerated	String	ATC
ATC:N02BE54	Bucetin,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE54&showdescription=no	Enumerated	String	ATC
ATC:N02BE71	Paracetamol,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE71&showdescription=no	Enumerated	String	ATC
ATC:N02BE73	Phenacetin,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE73&showdescription=no	Enumerated	String	ATC
ATC:N02BE74	Bucetin,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BE74&showdescription=no	Enumerated	String	ATC
ATC:N02BG	Otheranalgesicsandantipyretics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG&showdescription=no	Enumerated	String	ATC
ATC:N02BG02	Rimazolium	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG02&showdescription=no	Enumerated	String	ATC
ATC:N02BG03	Glafenine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG03&showdescription=no	Enumerated	String	ATC
ATC:N02BG04	Floctafenine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG04&showdescription=no	Enumerated	String	ATC
ATC:N02BG05	Viminol	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG05&showdescription=no	Enumerated	String	ATC
ATC:N02BG06	Nefopam	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG06&showdescription=no	Enumerated	String	ATC
ATC:N02BG07	Flupirtine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG07&showdescription=no	Enumerated	String	ATC
ATC:N02BG08	Ziconotide	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG08&showdescription=no	Enumerated	String	ATC
ATC:N02BG09	Methoxyflurane	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG09&showdescription=no	Enumerated	String	ATC
ATC:N02BG10	Cannabinoids	ATC	https://www.whocc.no/atc_ddd_index/?code=N02BG10&showdescription=no	Enumerated	String	ATC
ATC:N02C	Migraine medication	ATC	https://www.whocc.no/atc_ddd_index/?code=N02C&showdescription=no	Enumerated	String	ATC
ATC:N02CA	Ergotalkaloids	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA&showdescription=no	Enumerated	String	ATC
ATC:N02CA01	Dihydroergotamine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA01&showdescription=no	Enumerated	String	ATC
ATC:N02CA02	Ergotamine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA02&showdescription=no	Enumerated	String	ATC
ATC:N02CA04	Methysergide	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA04&showdescription=no	Enumerated	String	ATC
ATC:N02CA07	Lisuride	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA07&showdescription=no	Enumerated	String	ATC
ATC:N02CA51	Dihydroergotamine,combinations	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA51&showdescription=no	Enumerated	String	ATC
ATC:N02CA52	Ergotamine,combinationsexcludingpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA52&showdescription=no	Enumerated	String	ATC
ATC:N02CA72	Ergotamine,combinationswithpsycholeptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CA72&showdescription=no	Enumerated	String	ATC
ATC:N02CB	Corticosteroidderivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CB&showdescription=no	Enumerated	String	ATC
ATC:N02CB01	Flumedroxone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CB01&showdescription=no	Enumerated	String	ATC
ATC:N02CC	Selectiveserotonin(5-HT1)agonists	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC&showdescription=no	Enumerated	String	ATC
ATC:N02CC01	Sumatriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC01&showdescription=no	Enumerated	String	ATC
ATC:N02CC02	Naratriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC02&showdescription=no	Enumerated	String	ATC
ATC:N02CC03	Zolmitriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC03&showdescription=no	Enumerated	String	ATC
ATC:N02CC04	Rizatriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC04&showdescription=no	Enumerated	String	ATC
ATC:N02CC05	Almotriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC05&showdescription=no	Enumerated	String	ATC
ATC:N02CC06	Eletriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC06&showdescription=no	Enumerated	String	ATC
ATC:N02CC07	Frovatriptan	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CC07&showdescription=no	Enumerated	String	ATC
ATC:N02CX	Othermigrainedrugs	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX&showdescription=no	Enumerated	String	ATC
ATC:N02CX01	Pizotifen	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX01&showdescription=no	Enumerated	String	ATC
ATC:N02CX02	Clonidine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX02&showdescription=no	Enumerated	String	ATC
ATC:N02CX03	Iprazochrome	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX03&showdescription=no	Enumerated	String	ATC
ATC:N02CX05	Dimetotiazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX05&showdescription=no	Enumerated	String	ATC
ATC:N02CX06	Oxetorone	ATC	https://www.whocc.no/atc_ddd_index/?code=N02CX06&showdescription=no	Enumerated	String	ATC
ATC:N03A	Antiepileptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N03A&showdescription=no	Enumerated	String	ATC
ATC:N03AA	Barbiturates and derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA&showdescription=no	Enumerated	String	ATC
ATC:N03AA01	Methylphenobarbital	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA01&showdescription=no	Enumerated	String	ATC
ATC:N03AA02	Phenobarbital	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA02&showdescription=no	Enumerated	String	ATC
ATC:N03AA03	Primidone	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA03&showdescription=no	Enumerated	String	ATC
ATC:N03AA04	Barbexaclone	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA04&showdescription=no	Enumerated	String	ATC
ATC:N03AA30	Metharbital	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AA30&showdescription=no	Enumerated	String	ATC
ATC:N03AB	Hydantoin derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB&showdescription=no	Enumerated	String	ATC
ATC:N03AB01	Ethotoin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB01&showdescription=no	Enumerated	String	ATC
ATC:N03AB02	Phenytoin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB02&showdescription=no	Enumerated	String	ATC
ATC:N03AB03	Amino(diphenylhydantoin)valericacid	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB03&showdescription=no	Enumerated	String	ATC
ATC:N03AB04	Mephenytoin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB04&showdescription=no	Enumerated	String	ATC
ATC:N03AB05	Fosphenytoin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB05&showdescription=no	Enumerated	String	ATC
ATC:N03AB52	Phenytoincombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB52&showdescription=no	Enumerated	String	ATC
ATC:N03AB54	Mephenytoincombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AB54&showdescription=no	Enumerated	String	ATC
ATC:N03AC	Oxazolidine derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AC&showdescription=no	Enumerated	String	ATC
ATC:N03AC01	Paramethadione	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AC01&showdescription=no	Enumerated	String	ATC
ATC:N03AC02	Trimethadione	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AC02&showdescription=no	Enumerated	String	ATC
ATC:N03AC03	Ethadione	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AC03&showdescription=no	Enumerated	String	ATC
ATC:N03AD	Succinimide derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AD&showdescription=no	Enumerated	String	ATC
ATC:N03AD01	Ethosuximide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AD01&showdescription=no	Enumerated	String	ATC
ATC:N03AD02	Phensuximide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AD02&showdescription=no	Enumerated	String	ATC
ATC:N03AD03	Mesuximide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AD03&showdescription=no	Enumerated	String	ATC
ATC:N03AD51	Ethosuximidecombinations	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AD51&showdescription=no	Enumerated	String	ATC
ATC:N03AE	Benzodiazepine derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AE&showdescription=no	Enumerated	String	ATC
ATC:N03AE01	Clonazepam	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AE01&showdescription=no	Enumerated	String	ATC
ATC:N03AF	Carboxamide derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AF&showdescription=no	Enumerated	String	ATC
ATC:N03AF01	Carbamazepine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AF01&showdescription=no	Enumerated	String	ATC
ATC:N03AF02	Oxcarbazepine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AF02&showdescription=no	Enumerated	String	ATC
ATC:N03AF03	Rufinamide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AF03&showdescription=no	Enumerated	String	ATC
ATC:N03AF04	Eslicarbazepine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AF04&showdescription=no	Enumerated	String	ATC
ATC:N03AG	Fatty acid derivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG&showdescription=no	Enumerated	String	ATC
ATC:N03AG01	Valproicacid	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG01&showdescription=no	Enumerated	String	ATC
ATC:N03AG02	Valpromide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG02&showdescription=no	Enumerated	String	ATC
ATC:N03AG03	Aminobutyricacid	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG03&showdescription=no	Enumerated	String	ATC
ATC:N03AG04	Vigabatrin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG04&showdescription=no	Enumerated	String	ATC
ATC:N03AG05	Progabide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG05&showdescription=no	Enumerated	String	ATC
ATC:N03AG06	Tiagabine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AG06&showdescription=no	Enumerated	String	ATC
ATC:N03AX	Other antiepileptics	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX&showdescription=no	Enumerated	String	ATC
ATC:N03AX03	Sultiame	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX03&showdescription=no	Enumerated	String	ATC
ATC:N03AX07	Phenacemide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX07&showdescription=no	Enumerated	String	ATC
ATC:N03AX09	Lamotrigine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX09&showdescription=no	Enumerated	String	ATC
ATC:N03AX10	Felbamate	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX10&showdescription=no	Enumerated	String	ATC
ATC:N03AX11	Topiramate	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX11&showdescription=no	Enumerated	String	ATC
ATC:N03AX12	Gabapentin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX12&showdescription=no	Enumerated	String	ATC
ATC:N03AX13	Pheneturide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX13&showdescription=no	Enumerated	String	ATC
ATC:N03AX14	Levetiracetam	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX14&showdescription=no	Enumerated	String	ATC
ATC:N03AX15	Zonisamide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX15&showdescription=no	Enumerated	String	ATC
ATC:N03AX16	Pregabalin	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX16&showdescription=no	Enumerated	String	ATC
ATC:N03AX17	Stiripentol	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX17&showdescription=no	Enumerated	String	ATC
ATC:N03AX18	Lacosamide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX18&showdescription=no	Enumerated	String	ATC
ATC:N03AX19	Carisbamate	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX19&showdescription=no	Enumerated	String	ATC
ATC:N03AX21	Retigabine	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX21&showdescription=no	Enumerated	String	ATC
ATC:N03AX22	Perampanel	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX22&showdescription=no	Enumerated	String	ATC
ATC:N03AX23	Brivaracetam	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX23&showdescription=no	Enumerated	String	ATC
ATC:N03AX30	Beclamide	ATC	https://www.whocc.no/atc_ddd_index/?code=N03AX30&showdescription=no	Enumerated	String	ATC
ATC:N04	Antiparkinson drugs	ATC	https://www.whocc.no/atc_ddd_index/?code=N04&showdescription=no	Enumerated	String	ATC
ATC:N04A	Anticholinergic agents for Parkinson	ATC	https://www.whocc.no/atc_ddd_index/?code=N04A&showdescription=no	Enumerated	String	ATC
ATC:N04AA	Tertiaryamines	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA&showdescription=no	Enumerated	String	ATC
ATC:N04AA01	Trihexyphenidyl	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA01&showdescription=no	Enumerated	String	ATC
ATC:N04AA02	Biperiden	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA02&showdescription=no	Enumerated	String	ATC
ATC:N04AA03	Metixene	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA03&showdescription=no	Enumerated	String	ATC
ATC:N04AA04	Procyclidine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA04&showdescription=no	Enumerated	String	ATC
ATC:N04AA05	Profenamine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA05&showdescription=no	Enumerated	String	ATC
ATC:N04AA08	Dexetimide	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA08&showdescription=no	Enumerated	String	ATC
ATC:N04AA09	Phenglutarimide	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA09&showdescription=no	Enumerated	String	ATC
ATC:N04AA10	Mazaticol	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA10&showdescription=no	Enumerated	String	ATC
ATC:N04AA11	Bornaprine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA11&showdescription=no	Enumerated	String	ATC
ATC:N04AA12	Tropatepine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AA12&showdescription=no	Enumerated	String	ATC
ATC:N04AB	Etherschemicallyclosetoantihistamines	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AB&showdescription=no	Enumerated	String	ATC
ATC:N04AB01	Etanautine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AB01&showdescription=no	Enumerated	String	ATC
ATC:N04AB02	Orphenadrine(chloride)	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AB02&showdescription=no	Enumerated	String	ATC
ATC:N04AC	Ethersoftropineortropinederivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AC&showdescription=no	Enumerated	String	ATC
ATC:N04AC01	Benzatropine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AC01&showdescription=no	Enumerated	String	ATC
ATC:N04AC30	Etybenzatropine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04AC30&showdescription=no	Enumerated	String	ATC
ATC:N04B	Dopaminergic agents	ATC	https://www.whocc.no/atc_ddd_index/?code=N04B&showdescription=no	Enumerated	String	ATC
ATC:N04BA	Dopaanddopaderivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA&showdescription=no	Enumerated	String	ATC
ATC:N04BA01	Levodopa	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA01&showdescription=no	Enumerated	String	ATC
ATC:N04BA02	Levodopaanddecarboxylaseinhibitor	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA02&showdescription=no	Enumerated	String	ATC
ATC:N04BA03	Levodopa,decarboxylaseinhibitorandCOMTinhibitor	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA03&showdescription=no	Enumerated	String	ATC
ATC:N04BA04	Melevodopa	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA04&showdescription=no	Enumerated	String	ATC
ATC:N04BA05	Melevodopaanddecarboxylaseinhibitor	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA05&showdescription=no	Enumerated	String	ATC
ATC:N04BA06	Etilevodopaanddecarboxylaseinhibitor	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BA06&showdescription=no	Enumerated	String	ATC
ATC:N04BB	Adamantanederivatives	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BB&showdescription=no	Enumerated	String	ATC
ATC:N04BB01	Amantadine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BB01&showdescription=no	Enumerated	String	ATC
ATC:N04BC	Dopamineagonists	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC&showdescription=no	Enumerated	String	ATC
ATC:N04BC01	Bromocriptine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC01&showdescription=no	Enumerated	String	ATC
ATC:N04BC02	Pergolide	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC02&showdescription=no	Enumerated	String	ATC
ATC:N04BC03	Dihydroergocryptinemesylate	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC03&showdescription=no	Enumerated	String	ATC
ATC:N04BC04	Ropinirole	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC04&showdescription=no	Enumerated	String	ATC
ATC:N04BC05	Pramipexole	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC05&showdescription=no	Enumerated	String	ATC
ATC:N04BC06	Cabergoline	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC06&showdescription=no	Enumerated	String	ATC
ATC:N04BC07	Apomorphine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC07&showdescription=no	Enumerated	String	ATC
ATC:N04BC08	Piribedil	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC08&showdescription=no	Enumerated	String	ATC
ATC:N04BC09	Rotigotine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BC09&showdescription=no	Enumerated	String	ATC
ATC:N04BD	MonoamineoxidaseBinhibitors	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BD&showdescription=no	Enumerated	String	ATC
ATC:N04BD01	Selegiline	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BD01&showdescription=no	Enumerated	String	ATC
ATC:N04BD02	Rasagiline	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BD02&showdescription=no	Enumerated	String	ATC
ATC:N04BD03	Safinamide	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BD03&showdescription=no	Enumerated	String	ATC
ATC:N04BX	Otherdopaminergicagents	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BX&showdescription=no	Enumerated	String	ATC
ATC:N04BX01	Tolcapone	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BX01&showdescription=no	Enumerated	String	ATC
ATC:N04BX02	Entacapone	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BX02&showdescription=no	Enumerated	String	ATC
ATC:N04BX03	Budipine	ATC	https://www.whocc.no/atc_ddd_index/?code=N04BX03&showdescription=no	Enumerated	String	ATC
ATC:N05	Psycholeptics drugs	ATC	https://www.whocc.no/atc_ddd_index/?code=N05&showdescription=no	Enumerated	String	ATC
ATC:N05A	Antipsychotic drugs	ATC	https://www.whocc.no/atc_ddd_index/?code=N05A&showdescription=no	Enumerated	String	ATC
ATC:N05AA	Phenothiazineswithaliphaticside-chain	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA&showdescription=no	Enumerated	String	ATC
ATC:N05AA01	Chlorpromazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA01&showdescription=no	Enumerated	String	ATC
ATC:N05AA02	Levomepromazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA02&showdescription=no	Enumerated	String	ATC
ATC:N05AA03	Promazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA03&showdescription=no	Enumerated	String	ATC
ATC:N05AA04	Acepromazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA04&showdescription=no	Enumerated	String	ATC
ATC:N05AA05	Triflupromazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA05&showdescription=no	Enumerated	String	ATC
ATC:N05AA06	Cyamemazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA06&showdescription=no	Enumerated	String	ATC
ATC:N05AA07	Chlorproethazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AA07&showdescription=no	Enumerated	String	ATC
ATC:N05AB	Phenothiazineswithpiperazinestructure	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB&showdescription=no	Enumerated	String	ATC
ATC:N05AB01	Dixyrazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB01&showdescription=no	Enumerated	String	ATC
ATC:N05AB02	Fluphenazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB02&showdescription=no	Enumerated	String	ATC
ATC:N05AB03	Perphenazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB03&showdescription=no	Enumerated	String	ATC
ATC:N05AB04	Prochlorperazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB04&showdescription=no	Enumerated	String	ATC
ATC:N05AB05	Thiopropazate	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB05&showdescription=no	Enumerated	String	ATC
ATC:N05AB06	Trifluoperazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB06&showdescription=no	Enumerated	String	ATC
ATC:N05AB07	Acetophenazine	ATC	https://www.whocc.no/atc_ddd_index/?code=N05AB07&showdescription=no	Enumerated	String	ATC
